exp_length;exp_angle;exp_orientation;length;angle;orientation
2.89389384642;-0.3646373193;-0.00326708498296;3.00472606442;-0.356542883545;0.0209571359822
5.78172538696;0.270359007499;0.00206422482449;5.55551559209;0.276728297149;-0.0877167240034
2.89389384642;-0.3646373193;-0.00326708498296;2.96855564572;-0.360229419256;0.0305273182633
5.78172538696;0.270359007499;0.00206422482449;2.96855564572;-0.360229419256;0.0305273182633
2.84681432921;-0.370955585926;-0.0032926673773;2.61474100685;-0.36448254932;-0.147522927408
5.73312030005;0.272711308601;0.00208041747938;5.3271553952;0.280572600912;0.0372357978094
2.84681432921;-0.370955585926;-0.0032926673773;2.85478256151;-0.369383178007;0.0139030714385
5.73312030005;0.272711308601;0.00208041747938;5.3271553952;0.280572600912;0.0372357978094
2.84681432921;-0.370955585926;-0.0032926673773;2.84162484676;-0.373010057738;0.0287374653723
5.73312030005;0.272711308601;0.00208041747938;5.43748814713;0.282527802006;0.0496870763155
2.84681432921;-0.370955585926;-0.0032926673773;2.77194317736;-0.374797547309;0.0247270831844
5.73312030005;0.272711308601;0.00208041747938;5.33352081844;0.284441153339;0.0378321995167
2.79986057234;-0.377484916322;-0.00329242228242;2.79574792036;-0.376700174747;0.0260554303864
5.68455616395;0.27510337539;0.00208010615407;5.33352081844;0.284441153339;0.0378321995167
2.79986057234;-0.377484916322;-0.00329242228242;2.73906932547;-0.378464622174;0.0163968430088
5.68455616395;0.27510337539;0.00208010615407;5.33352081844;0.284441153339;0.0378321995167
2.75303817496;-0.384235580543;-0.0032793759294;2.47906714045;-0.380680259533;-0.161953452022
5.63603328156;0.277536204649;0.00207208589615;5.33352081844;0.284441153339;0.0378321995167
2.75303817496;-0.384235580543;-0.0032793759294;2.71756910646;-0.382101753404;0.00804408964194
5.63603328156;0.277536204649;0.00207208589615;5.4481005888;0.286392690127;0.051249381963
2.75303817496;-0.384235580543;-0.0032793759294;2.70958859603;-0.385714971669;0.0164872167792
5.63603328156;0.277536204649;0.00207208589615;5.34053141616;0.288301080093;0.0387178335961
2.75303817496;-0.384235580543;-0.0032793759294;2.64092061474;-0.38769728141;0.0258717257296
5.63603328156;0.277536204649;0.00207208589615;5.34053141616;0.288301080093;0.0387178335961
2.70631599901;-0.391223999943;-0.00333569017341;2.62643368568;-0.391079223283;0.0234849230353
5.58751327999;0.280012900613;0.00210759317689;5.55172061659;0.288624071847;-0.0495957617478
2.70631599901;-0.391223999943;-0.00333569017341;2.65865046101;-0.39293981542;0.0236118072902
5.58751327999;0.280012900613;0.00210759317689;5.44613078275;0.288636232776;-0.0753418177408
2.70631599901;-0.391223999943;-0.00333569017341;2.59965427128;-0.394687393825;0.00877253794973
5.58751327999;0.280012900613;0.00210759317689;5.69561737103;0.2924670386;-0.0627523018785
2.65978139745;-0.398449611873;-0.00326717241099;2.59634508562;-0.398271710951;0.00722527141495
5.53908146377;0.282530144492;0.00206444031066;5.69561737103;0.2924670386;-0.0627523018785
2.65978139745;-0.398449611873;-0.00326717241099;2.55189031475;-0.399879472695;0.0315285350873
5.53908146377;0.282530144492;0.00206444031066;5.87231379189;0.292445250449;-0.0396651006737
2.65978139745;-0.398449611873;-0.00326717241099;2.52946618077;-0.40345788679;0.0255113864385
5.53908146377;0.282530144492;0.00206444031066;5.47792164803;0.294184501876;0.0378160578562
2.61333823635;-0.405940736773;-0.00332836341658;2.55032018539;-0.405411975829;0.0303249013386
5.49063009466;0.285094777497;0.00210300887961;5.89010918655;0.296181020309;-0.0248502796504
2.61333823635;-0.405940736773;-0.00332836341658;2.52486743737;-0.407111901636;0.0301273295829
5.49063009466;0.285094777497;0.00210300887961;5.89010918655;0.296181020309;-0.0248502796504
2.61333823635;-0.405940736773;-0.00332836341658;2.51418582611;-0.410677066168;0.025012290999
5.49063009466;0.285094777497;0.00210300887961;2.51418582611;-0.410677066168;0.025012290999
2.56709919311;-0.413693615091;-0.00325985088159;2.52487303074;-0.414168656722;0.0337570495637
5.44227055022;0.287702035396;0.0020598646092;5.61022644732;0.297964850255;-0.067802458325
2.52096876198;-0.421739476618;-0.00331995734949;2.48307403043;-0.415759637414;0.0400845757508
5.39389416453;0.290359135517;0.00209774792332;5.48410689535;0.29795143794;-0.101198448774
2.52096876198;-0.421739476618;-0.00331995734949;2.51987609645;-0.421184000395;0.0184039261559
5.39389416453;0.290359135517;0.00209774792332;5.58594913046;0.299857826597;-0.0581909877778
2.47505712682;-0.430075596661;-0.00325503693532;2.4483209025;-0.426385348539;0.0206490011589
5.34560914508;0.293061305283;0.00205686635627;5.25296334037;0.301897898271;0.00626312955693
2.42927708097;-0.438735147217;-0.00330988936773;2.42577658183;-0.433349729896;0.0220154088086
5.29731373434;0.295815748078;0.00209144473861;5.26766911157;0.305708605784;0.0160927757884
2.42927708097;-0.438735147217;-0.00330988936773;2.32948397652;-0.439969000357;0.0124280507251
5.29731373434;0.295815748078;0.00209144473861;5.39044569559;0.307469475153;0.0510321441558
2.38372684167;-0.447718529474;-0.00325948314725;2.30200296857;-0.447016572099;0.0188545599785
5.24910273576;0.29861823971;0.002059682175;5.27739989493;0.309519538835;0.00141558529941
2.33834280718;-0.457058112327;-0.00329816179631;4.57341779802e-41;0.0;3.14159265359
5.20089741424;0.301474993277;0.00208410128727;5.3968048307;0.311275097372;0.0514214144432
2.33834280718;-0.457058112327;-0.00329816179631;2.22387379896;-0.459425951428;0.0189293079671
5.20089741424;0.301474993277;0.00208410128727;5.24110502577;0.313194135628;0.0831864820831
2.29319253984;-0.466761831734;-0.00327687386661;2.18444101217;-0.464049882151;0.0213444062523
5.15275877262;0.304383664114;0.00207060621002;5.24110502577;0.313194135628;0.0831864820831
2.29319253984;-0.466761831734;-0.00327687386661;2.19229257357;-0.469011026894;0.0190702504111
5.15275877262;0.304383664114;0.00207060621002;5.24207972645;0.317019325871;0.0744342594161
2.24825767921;-0.476856460685;-0.00328497450504;2.16240388097;-0.47400328433;0.0667926319872
5.10465439881;0.307347856475;0.00207584196343;5.24207972645;0.317019325871;0.0744342594161
2.20355248678;-0.487363844663;-0.00330976068492;2.1478777805;-0.483890739737;0.0302678784362
5.05658615337;0.310369025839;0.00209123674486;5.20767808034;0.320742487588;-0.0892296209321
2.20355248678;-0.487363844663;-0.00330976068492;2.11739517516;-0.492007832291;0.0183765181239
5.05658615337;0.310369025839;0.00209123674486;5.09252185432;0.324499949689;-0.0581378011759
2.15912728727;-0.498298528482;-0.00327193103005;4.57341779802e-41;0.0;3.14159265359
5.00859398178;0.313446194749;0.00206767539992;5.07808594937;0.324498983586;-0.0152261695177
2.11493272312;-0.509701341645;-0.00333112555286;2.01770116007;-0.504901097793;0.0211026535312
4.96060791292;0.316585709629;0.00210499788824;4.88727311286;0.328227221022;0.0576510783753
2.07107395748;-0.521575698955;-0.00326145288895;1.99788461183;-0.514542798669;0.015124605728
4.91272583559;0.319782858397;0.00206112379905;4.78986152741;0.330187771668;0.0642137665496
2.07107395748;-0.521575698955;-0.00326145288895;1.94623444517;-0.522444514545;0.0165171746096
4.91272583559;0.319782858397;0.00206112379905;4.90221869047;0.33198243686;0.0621059630259
2.02747030318;-0.533976439933;-0.00332344995249;1.90774287411;-0.530320985308;0.0247570545438
4.86483978651;0.323046774746;0.00210020382141;4.80103336277;0.333968659817;0.0418111815017
1.98424006986;-0.54690556101;-0.00325655741512;1.87736225872;-0.540662790782;0.0349682493109
4.8170601944;0.326371744175;0.00205808181692;4.78688010024;0.33765453134;0.0920897818405
1.98424006986;-0.54690556101;-0.00325655741512;1.85395194251;-0.548688235032;0.0226039265719
